Name, Batch Dimension, ARows, ACols, BCols, B1, B2, B3, Correctness, Time
kernel18x20,1,1000,1000,1000,120,240,240,1,0.0269344
kernel12x24,1,1000,1000,1000,120,240,240,1,0.0263046
kernel12x32,1,1000,1000,1000,120,240,240,1,0.0245366
kernel8x16,4,2000,2000,2000,120,240,240,1,0.411777
kernel14x8,4,2000,2000,2000,120,240,240,1,0.445997
kernel4x12,4,2000,2000,2000,120,240,240,1,0.500868
kernel10x12,4,2000,2000,2000,120,240,240,1,0.45741
kernel14x16,4,2000,2000,2000,120,240,240,1,0.624453
kernel18x20,4,2000,2000,2000,120,240,240,1,0.653851
kernel12x24,4,2000,2000,2000,120,240,240,1,0.644354
kernel12x32,4,2000,2000,2000,120,240,240,1,0.639227
kernel8x16,1,1000,1000,1000,120,240,480,1,0.0312005
kernel14x8,1,1000,1000,1000,120,240,480,1,0.0212898
kernel4x12,1,1000,1000,1000,120,240,480,1,0.0223672
kernel10x12,1,1000,1000,1000,120,240,480,1,0.0220411
kernel14x16,1,1000,1000,1000,120,240,480,1,0.0275225
kernel18x20,1,1000,1000,1000,120,240,480,1,0.0267749
kernel12x24,1,1000,1000,1000,120,240,480,1,0.0275419
kernel12x32,1,1000,1000,1000,120,240,480,1,0.0274642
kernel8x16,4,2000,2000,2000,120,240,480,1,0.419033
kernel14x8,4,2000,2000,2000,120,240,480,1,0.473549
kernel4x12,4,2000,2000,2000,120,240,480,1,0.537153
kernel10x12,4,2000,2000,2000,120,240,480,1,0.481782
kernel14x16,4,2000,2000,2000,120,240,480,1,0.644447
kernel18x20,4,2000,2000,2000,120,240,480,1,0.662405
kernel12x24,4,2000,2000,2000,120,240,480,1,0.669265
kernel12x32,4,2000,2000,2000,120,240,480,1,0.663806
kernel8x16,1,1000,1000,1000,120,480,120,1,0.0216191
kernel14x8,1,1000,1000,1000,120,480,120,1,0.0189336
kernel4x12,1,1000,1000,1000,120,480,120,1,0.0188318
kernel10x12,1,1000,1000,1000,120,480,120,1,0.0190324
kernel14x16,1,1000,1000,1000,120,480,120,1,0.0237777
kernel18x20,1,1000,1000,1000,120,480,120,1,0.0240294
kernel12x24,1,1000,1000,1000,120,480,120,1,0.0245883
kernel12x32,1,1000,1000,1000,120,480,120,1,0.0241253
kernel8x16,4,2000,2000,2000,120,480,120,1,0.417992
kernel14x8,4,2000,2000,2000,120,480,120,1,0.458303
kernel4x12,4,2000,2000,2000,120,480,120,1,0.505276
kernel10x12,4,2000,2000,2000,120,480,120,1,0.471985
kernel14x16,4,2000,2000,2000,120,480,120,1,0.639071
kernel18x20,4,2000,2000,2000,120,480,120,1,0.665308
kernel12x24,4,2000,2000,2000,120,480,120,1,0.661638
kernel12x32,4,2000,2000,2000,120,480,120,1,0.668758
kernel8x16,1,1000,1000,1000,120,480,240,1,0.0306224
kernel14x8,1,1000,1000,1000,120,480,240,1,0.0212195
kernel4x12,1,1000,1000,1000,120,480,240,1,0.0212308
kernel10x12,1,1000,1000,1000,120,480,240,1,0.0208831
kernel14x16,1,1000,1000,1000,120,480,240,1,0.0262485
kernel18x20,1,1000,1000,1000,120,480,240,1,0.0271959
kernel12x24,1,1000,1000,1000,120,480,240,1,0.0255799
kernel12x32,1,1000,1000,1000,120,480,240,1,0.0251863
kernel8x16,4,2000,2000,2000,120,480,240,1,0.418042
kernel14x8,4,2000,2000,2000,120,480,240,1,0.45482
kernel4x12,4,2000,2000,2000,120,480,240,1,0.504885
kernel10x12,4,2000,2000,2000,120,480,240,1,0.465152
kernel14x16,4,2000,2000,2000,120,480,240,1,0.630248
kernel18x20,4,2000,2000,2000,120,480,240,1,0.662194
kernel12x24,4,2000,2000,2000,120,480,240,1,0.649728
kernel12x32,4,2000,2000,2000,120,480,240,1,0.661598
kernel8x16,1,1000,1000,1000,120,480,480,1,0.0345295
kernel14x8,1,1000,1000,1000,120,480,480,1,0.0223554
kernel4x12,1,1000,1000,1000,120,480,480,1,0.0224036
kernel10x12,1,1000,1000,1000,120,480,480,1,0.0222137
kernel14x16,1,1000,1000,1000,120,480,480,1,0.0274749
kernel18x20,1,1000,1000,1000,120,480,480,1,0.0279844
kernel12x24,1,1000,1000,1000,120,480,480,1,0.0275279
kernel12x32,1,1000,1000,1000,120,480,480,1,0.0283663
kernel8x16,4,2000,2000,2000,120,480,480,1,0.42899
kernel14x8,4,2000,2000,2000,120,480,480,1,0.482095
kernel4x12,4,2000,2000,2000,120,480,480,1,0.544178
kernel10x12,4,2000,2000,2000,120,480,480,1,0.490745
kernel14x16,4,2000,2000,2000,120,480,480,1,0.6528
kernel18x20,4,2000,2000,2000,120,480,480,1,0.669943
kernel12x24,4,2000,2000,2000,120,480,480,1,0.664263
kernel12x32,4,2000,2000,2000,120,480,480,1,0.676937
kernel8x16,1,1000,1000,1000,240,120,120,1,0.0185183
kernel14x8,1,1000,1000,1000,240,120,120,1,0.0160359
kernel4x12,1,1000,1000,1000,240,120,120,1,0.0173845
kernel10x12,1,1000,1000,1000,240,120,120,1,0.0155233
kernel14x16,1,1000,1000,1000,240,120,120,1,0.0226536
kernel18x20,1,1000,1000,1000,240,120,120,1,0.0247867
kernel12x24,1,1000,1000,1000,240,120,120,1,0.0240148
kernel12x32,1,1000,1000,1000,240,120,120,1,0.0226681
kernel8x16,4,2000,2000,2000,240,120,120,1,0.397669
kernel14x8,4,2000,2000,2000,240,120,120,1,0.404373
kernel4x12,4,2000,2000,2000,240,120,120,1,0.474528
kernel10x12,4,2000,2000,2000,240,120,120,1,0.425838
kernel14x16,4,2000,2000,2000,240,120,120,1,0.603681
kernel18x20,4,2000,2000,2000,240,120,120,1,0.62704
kernel12x24,4,2000,2000,2000,240,120,120,1,0.621992
kernel12x32,4,2000,2000,2000,240,120,120,1,0.636281
kernel8x16,1,1000,1000,1000,240,120,240,1,0.0185987
kernel14x8,1,1000,1000,1000,240,120,240,1,0.0189025
kernel4x12,1,1000,1000,1000,240,120,240,1,0.0207313
kernel10x12,1,1000,1000,1000,240,120,240,1,0.0192559
kernel14x16,1,1000,1000,1000,240,120,240,1,0.0245326
kernel18x20,1,1000,1000,1000,240,120,240,1,0.0253774
kernel12x24,1,1000,1000,1000,240,120,240,1,0.0259275
kernel12x32,1,1000,1000,1000,240,120,240,1,0.0233915
kernel8x16,4,2000,2000,2000,240,120,240,1,0.400869
kernel14x8,4,2000,2000,2000,240,120,240,1,0.405629
kernel4x12,4,2000,2000,2000,240,120,240,1,0.483824
kernel10x12,4,2000,2000,2000,240,120,240,1,0.431197
kernel14x16,4,2000,2000,2000,240,120,240,1,0.61346
kernel18x20,4,2000,2000,2000,240,120,240,1,0.627169
kernel12x24,4,2000,2000,2000,240,120,240,1,0.621525
kernel12x32,4,2000,2000,2000,240,120,240,1,0.634286
kernel8x16,1,1000,1000,1000,240,120,480,1,0.0221604
kernel14x8,1,1000,1000,1000,240,120,480,1,0.0275477
kernel4x12,1,1000,1000,1000,240,120,480,1,0.0318846
kernel10x12,1,1000,1000,1000,240,120,480,1,0.0291171
kernel14x16,1,1000,1000,1000,240,120,480,1,0.0394667
kernel18x20,1,1000,1000,1000,240,120,480,1,0.0409888
kernel12x24,1,1000,1000,1000,240,120,480,1,0.0406526
kernel12x32,1,1000,1000,1000,240,120,480,1,0.0407751
kernel8x16,4,2000,2000,2000,240,120,480,1,0.417475
kernel14x8,4,2000,2000,2000,240,120,480,1,0.430986
kernel4x12,4,2000,2000,2000,240,120,480,1,0.551548
kernel10x12,4,2000,2000,2000,240,120,480,1,0.454893
kernel14x16,4,2000,2000,2000,240,120,480,1,0.642966
kernel18x20,4,2000,2000,2000,240,120,480,1,0.645564
kernel12x24,4,2000,2000,2000,240,120,480,1,0.65571
kernel12x32,4,2000,2000,2000,240,120,480,1,0.653722
kernel8x16,1,1000,1000,1000,240,240,120,1,0.0220095
kernel14x8,1,1000,1000,1000,240,240,120,1,0.0169639
kernel4x12,1,1000,1000,1000,240,240,120,1,0.0187575
kernel10x12,1,1000,1000,1000,240,240,120,1,0.0174489
kernel14x16,1,1000,1000,1000,240,240,120,1,0.023328
kernel18x20,1,1000,1000,1000,240,240,120,1,0.0243495
kernel12x24,1,1000,1000,1000,240,240,120,1,0.0250516
kernel12x32,1,1000,1000,1000,240,240,120,1,0.0237109
kernel8x16,4,2000,2000,2000,240,240,120,1,0.406441
kernel14x8,4,2000,2000,2000,240,240,120,1,0.419873
kernel4x12,4,2000,2000,2000,240,240,120,1,0.477602
kernel10x12,4,2000,2000,2000,240,240,120,1,0.433736
kernel14x16,4,2000,2000,2000,240,240,120,1,0.617603
kernel18x20,4,2000,2000,2000,240,240,120,1,0.636035
kernel12x24,4,2000,2000,2000,240,240,120,1,0.625694
kernel12x32,4,2000,2000,2000,240,240,120,1,0.636401
kernel8x16,1,1000,1000,1000,240,240,240,1,0.0212351
kernel14x8,1,1000,1000,1000,240,240,240,1,0.018702
kernel4x12,1,1000,1000,1000,240,240,240,1,0.0206569
kernel10x12,1,1000,1000,1000,240,240,240,1,0.0190682
kernel14x16,1,1000,1000,1000,240,240,240,1,0.025594
kernel18x20,1,1000,1000,1000,240,240,240,1,0.0259964
kernel12x24,1,1000,1000,1000,240,240,240,1,0.0258119
kernel12x32,1,1000,1000,1000,240,240,240,1,0.0246501
kernel8x16,4,2000,2000,2000,240,240,240,1,0.403777
kernel14x8,4,2000,2000,2000,240,240,240,1,0.424088
kernel4x12,4,2000,2000,2000,240,240,240,1,0.490791
kernel10x12,4,2000,2000,2000,240,240,240,1,0.440891
kernel14x16,4,2000,2000,2000,240,240,240,1,0.621048
kernel18x20,4,2000,2000,2000,240,240,240,1,0.636008
kernel12x24,4,2000,2000,2000,240,240,240,1,0.617426
kernel12x32,4,2000,2000,2000,240,240,240,1,0.631615
kernel8x16,1,1000,1000,1000,240,240,480,1,0.031504
kernel14x8,1,1000,1000,1000,240,240,480,1,0.0285421
kernel4x12,1,1000,1000,1000,240,240,480,1,0.0335979
kernel10x12,1,1000,1000,1000,240,240,480,1,0.0286019
kernel14x16,1,1000,1000,1000,240,240,480,1,0.041647
kernel18x20,1,1000,1000,1000,240,240,480,1,0.0415719
kernel12x24,1,1000,1000,1000,240,240,480,1,0.0416584
kernel12x32,1,1000,1000,1000,240,240,480,1,0.0413726
kernel8x16,4,2000,2000,2000,240,240,480,1,0.427264
kernel14x8,4,2000,2000,2000,240,240,480,1,0.432395
kernel4x12,4,2000,2000,2000,240,240,480,1,0.552025
kernel10x12,4,2000,2000,2000,240,240,480,1,0.45771
kernel14x16,4,2000,2000,2000,240,240,480,1,0.65324
kernel18x20,4,2000,2000,2000,240,240,480,1,0.65278
kernel12x24,4,2000,2000,2000,240,240,480,1,0.654866
kernel12x32,4,2000,2000,2000,240,240,480,1,0.65999
kernel8x16,1,1000,1000,1000,240,480,120,1,0.0210701
kernel14x8,1,1000,1000,1000,240,480,120,1,0.0192826
kernel4x12,1,1000,1000,1000,240,480,120,1,0.0210978
kernel10x12,1,1000,1000,1000,240,480,120,1,0.0187017
kernel14x16,1,1000,1000,1000,240,480,120,1,0.0249875
kernel18x20,1,1000,1000,1000,240,480,120,1,0.0259923
kernel12x24,1,1000,1000,1000,240,480,120,1,0.0256063
kernel12x32,1,1000,1000,1000,240,480,120,1,0.023785
kernel8x16,4,2000,2000,2000,240,480,120,1,0.409321
kernel14x8,4,2000,2000,2000,240,480,120,1,0.438416
kernel4x12,4,2000,2000,2000,240,480,120,1,0.49105
kernel10x12,4,2000,2000,2000,240,480,120,1,0.444296
kernel14x16,4,2000,2000,2000,240,480,120,1,0.631203
kernel18x20,4,2000,2000,2000,240,480,120,1,0.647591
kernel12x24,4,2000,2000,2000,240,480,120,1,0.63668
kernel12x32,4,2000,2000,2000,240,480,120,1,0.653995
kernel8x16,1,1000,1000,1000,240,480,240,1,0.0306897
kernel14x8,1,1000,1000,1000,240,480,240,1,0.0196804
kernel4x12,1,1000,1000,1000,240,480,240,1,0.022726
kernel10x12,1,1000,1000,1000,240,480,240,1,0.0204229
kernel14x16,1,1000,1000,1000,240,480,240,1,0.0271469
kernel18x20,1,1000,1000,1000,240,480,240,1,0.0265769
kernel12x24,1,1000,1000,1000,240,480,240,1,0.027088
kernel12x32,1,1000,1000,1000,240,480,240,1,0.0247516
kernel8x16,4,2000,2000,2000,240,480,240,1,0.418021
kernel14x8,4,2000,2000,2000,240,480,240,1,0.431093
kernel4x12,4,2000,2000,2000,240,480,240,1,0.503228
kernel10x12,4,2000,2000,2000,240,480,240,1,0.440601
kernel14x16,4,2000,2000,2000,240,480,240,1,0.624493
kernel18x20,4,2000,2000,2000,240,480,240,1,0.642319
kernel12x24,4,2000,2000,2000,240,480,240,1,0.633244
kernel12x32,4,2000,2000,2000,240,480,240,1,0.648289
kernel8x16,1,1000,1000,1000,240,480,480,1,0.0353914
kernel14x8,1,1000,1000,1000,240,480,480,1,0.028894
kernel4x12,1,1000,1000,1000,240,480,480,1,0.0337791
kernel10x12,1,1000,1000,1000,240,480,480,1,0.0299205
kernel14x16,1,1000,1000,1000,240,480,480,1,0.0424056
kernel18x20,1,1000,1000,1000,240,480,480,1,0.0421026
kernel12x24,1,1000,1000,1000,240,480,480,1,0.0412248
kernel12x32,1,1000,1000,1000,240,480,480,1,0.0418544
kernel8x16,4,2000,2000,2000,240,480,480,1,0.432395
kernel14x8,4,2000,2000,2000,240,480,480,1,0.448371
kernel4x12,4,2000,2000,2000,240,480,480,1,0.554962
kernel10x12,4,2000,2000,2000,240,480,480,1,0.463958
kernel14x16,4,2000,2000,2000,240,480,480,1,0.652502
kernel18x20,4,2000,2000,2000,240,480,480,1,0.654655
kernel12x24,4,2000,2000,2000,240,480,480,1,0.655925
kernel12x32,4,2000,2000,2000,240,480,480,1,0.658279
kernel8x16,1,1000,1000,1000,480,120,120,1,0.0186122
kernel14x8,1,1000,1000,1000,480,120,120,1,0.0178505
kernel4x12,1,1000,1000,1000,480,120,120,1,0.0212458
kernel10x12,1,1000,1000,1000,480,120,120,1,0.0182968
kernel14x16,1,1000,1000,1000,480,120,120,1,0.0237347
kernel18x20,1,1000,1000,1000,480,120,120,1,0.0253354
kernel12x24,1,1000,1000,1000,480,120,120,1,0.0239726
kernel12x32,1,1000,1000,1000,480,120,120,1,0.0236773
kernel8x16,4,2000,2000,2000,480,120,120,1,0.394021
kernel14x8,4,2000,2000,2000,480,120,120,1,0.410153
kernel4x12,4,2000,2000,2000,480,120,120,1,0.477345
kernel10x12,4,2000,2000,2000,480,120,120,1,0.435502
kernel14x16,4,2000,2000,2000,480,120,120,1,0.615193
kernel18x20,4,2000,2000,2000,480,120,120,1,0.629472
kernel12x24,4,2000,2000,2000,480,120,120,1,0.631931
kernel12x32,4,2000,2000,2000,480,120,120,1,0.631923
kernel8x16,1,1000,1000,1000,480,120,240,1,0.0201822
kernel14x8,1,1000,1000,1000,480,120,240,1,0.0266431
kernel4x12,1,1000,1000,1000,480,120,240,1,0.0309058
kernel10x12,1,1000,1000,1000,480,120,240,1,0.0267332
kernel14x16,1,1000,1000,1000,480,120,240,1,0.0393441
kernel18x20,1,1000,1000,1000,480,120,240,1,0.0389591
kernel12x24,1,1000,1000,1000,480,120,240,1,0.03915
kernel12x32,1,1000,1000,1000,480,120,240,1,0.036825
kernel8x16,4,2000,2000,2000,480,120,240,1,0.404755
kernel14x8,4,2000,2000,2000,480,120,240,1,0.424767
kernel4x12,4,2000,2000,2000,480,120,240,1,0.542799
kernel10x12,4,2000,2000,2000,480,120,240,1,0.443716
kernel14x16,4,2000,2000,2000,480,120,240,1,0.623595
kernel18x20,4,2000,2000,2000,480,120,240,1,0.639008
kernel12x24,4,2000,2000,2000,480,120,240,1,0.627749
kernel12x32,4,2000,2000,2000,480,120,240,1,0.644451
kernel8x16,1,1000,1000,1000,480,120,480,1,0.0233728
kernel14x8,1,1000,1000,1000,480,120,480,1,0.0363605
kernel4x12,1,1000,1000,1000,480,120,480,1,0.0398494
kernel10x12,1,1000,1000,1000,480,120,480,1,0.0335721
kernel14x16,1,1000,1000,1000,480,120,480,1,0.0448359
kernel18x20,1,1000,1000,1000,480,120,480,1,0.0455779
kernel12x24,1,1000,1000,1000,480,120,480,1,0.0460193
kernel12x32,1,1000,1000,1000,480,120,480,1,0.046608
kernel8x16,4,2000,2000,2000,480,120,480,1,0.420052
kernel14x8,4,2000,2000,2000,480,120,480,1,0.507418
kernel4x12,4,2000,2000,2000,480,120,480,1,0.654378
kernel10x12,4,2000,2000,2000,480,120,480,1,0.512274
kernel14x16,4,2000,2000,2000,480,120,480,1,0.716236
kernel18x20,4,2000,2000,2000,480,120,480,1,0.656811
kernel12x24,4,2000,2000,2000,480,120,480,1,0.694344
kernel12x32,4,2000,2000,2000,480,120,480,1,0.676926
kernel8x16,1,1000,1000,1000,480,240,120,1,0.0208074
kernel14x8,1,1000,1000,1000,480,240,120,1,0.0190371
kernel4x12,1,1000,1000,1000,480,240,120,1,0.0217817
kernel10x12,1,1000,1000,1000,480,240,120,1,0.0193317
kernel14x16,1,1000,1000,1000,480,240,120,1,0.0238975
kernel18x20,1,1000,1000,1000,480,240,120,1,0.024505
kernel12x24,1,1000,1000,1000,480,240,120,1,0.0250247
kernel12x32,1,1000,1000,1000,480,240,120,1,0.0235413
kernel8x16,4,2000,2000,2000,480,240,120,1,0.398019
kernel14x8,4,2000,2000,2000,480,240,120,1,0.428251
kernel4x12,4,2000,2000,2000,480,240,120,1,0.483262
kernel10x12,4,2000,2000,2000,480,240,120,1,0.440657
kernel14x16,4,2000,2000,2000,480,240,120,1,0.626045
kernel18x20,4,2000,2000,2000,480,240,120,1,0.643034
kernel12x24,4,2000,2000,2000,480,240,120,1,0.632577
kernel12x32,4,2000,2000,2000,480,240,120,1,0.641494
kernel8x16,1,1000,1000,1000,480,240,240,1,0.023602
kernel14x8,1,1000,1000,1000,480,240,240,1,0.0271673
kernel4x12,1,1000,1000,1000,480,240,240,1,0.0315853
kernel10x12,1,1000,1000,1000,480,240,240,1,0.0273042
kernel14x16,1,1000,1000,1000,480,240,240,1,0.0380534
kernel18x20,1,1000,1000,1000,480,240,240,1,0.039246
kernel12x24,1,1000,1000,1000,480,240,240,1,0.0399973
kernel12x32,1,1000,1000,1000,480,240,240,1,0.0384439
kernel8x16,4,2000,2000,2000,480,240,240,1,0.418515
kernel14x8,4,2000,2000,2000,480,240,240,1,0.419122
kernel4x12,4,2000,2000,2000,480,240,240,1,0.547912
kernel10x12,4,2000,2000,2000,480,240,240,1,0.439569
kernel14x16,4,2000,2000,2000,480,240,240,1,0.632223
kernel18x20,4,2000,2000,2000,480,240,240,1,0.643717
kernel12x24,4,2000,2000,2000,480,240,240,1,0.641148
kernel12x32,4,2000,2000,2000,480,240,240,1,0.640209
kernel8x16,1,1000,1000,1000,480,240,480,1,0.0322721
kernel14x8,1,1000,1000,1000,480,240,480,1,0.0367788
kernel4x12,1,1000,1000,1000,480,240,480,1,0.0399136
kernel10x12,1,1000,1000,1000,480,240,480,1,0.0344572
kernel14x16,1,1000,1000,1000,480,240,480,1,0.0446941
kernel18x20,1,1000,1000,1000,480,240,480,1,0.0449091
kernel12x24,1,1000,1000,1000,480,240,480,1,0.0458853
kernel12x32,1,1000,1000,1000,480,240,480,1,0.0464636
kernel8x16,4,2000,2000,2000,480,240,480,1,0.424654
kernel14x8,4,2000,2000,2000,480,240,480,1,0.50304
kernel4x12,4,2000,2000,2000,480,240,480,1,0.636394
kernel10x12,4,2000,2000,2000,480,240,480,1,0.510074
kernel14x16,4,2000,2000,2000,480,240,480,1,0.716933
kernel18x20,4,2000,2000,2000,480,240,480,1,0.659906
kernel12x24,4,2000,2000,2000,480,240,480,1,0.692939
kernel12x32,4,2000,2000,2000,480,240,480,1,0.672007
kernel8x16,1,1000,1000,1000,480,480,120,1,0.0214863
kernel14x8,1,1000,1000,1000,480,480,120,1,0.0194254
kernel4x12,1,1000,1000,1000,480,480,120,1,0.02142
kernel10x12,1,1000,1000,1000,480,480,120,1,0.0195643
kernel14x16,1,1000,1000,1000,480,480,120,1,0.0250268
kernel18x20,1,1000,1000,1000,480,480,120,1,0.0266739
kernel12x24,1,1000,1000,1000,480,480,120,1,0.025765
kernel12x32,1,1000,1000,1000,480,480,120,1,0.0247665
kernel8x16,4,2000,2000,2000,480,480,120,1,0.409906
kernel14x8,4,2000,2000,2000,480,480,120,1,0.436777
kernel4x12,4,2000,2000,2000,480,480,120,1,0.495135
kernel10x12,4,2000,2000,2000,480,480,120,1,0.452489
kernel14x16,4,2000,2000,2000,480,480,120,1,0.632613
kernel18x20,4,2000,2000,2000,480,480,120,1,0.650071
kernel12x24,4,2000,2000,2000,480,480,120,1,0.632362
kernel12x32,4,2000,2000,2000,480,480,120,1,0.648304
kernel8x16,1,1000,1000,1000,480,480,240,1,0.0310522
kernel14x8,1,1000,1000,1000,480,480,240,1,0.0281372
kernel4x12,1,1000,1000,1000,480,480,240,1,0.0319809
kernel10x12,1,1000,1000,1000,480,480,240,1,0.0266569
kernel14x16,1,1000,1000,1000,480,480,240,1,0.0393187
kernel18x20,1,1000,1000,1000,480,480,240,1,0.0420386
kernel12x24,1,1000,1000,1000,480,480,240,1,0.0421365
kernel12x32,1,1000,1000,1000,480,480,240,1,0.0387121
kernel8x16,4,2000,2000,2000,480,480,240,1,0.424222
kernel14x8,4,2000,2000,2000,480,480,240,1,0.425053
kernel4x12,4,2000,2000,2000,480,480,240,1,0.543819
kernel10x12,4,2000,2000,2000,480,480,240,1,0.44675
kernel14x16,4,2000,2000,2000,480,480,240,1,0.633346
kernel18x20,4,2000,2000,2000,480,480,240,1,0.640013
kernel12x24,4,2000,2000,2000,480,480,240,1,0.641859
kernel12x32,4,2000,2000,2000,480,480,240,1,0.650245
kernel8x16,1,1000,1000,1000,480,480,480,1,0.0361537
kernel14x8,1,1000,1000,1000,480,480,480,1,0.037535
kernel4x12,1,1000,1000,1000,480,480,480,1,0.0399023
kernel10x12,1,1000,1000,1000,480,480,480,1,0.0337883
kernel14x16,1,1000,1000,1000,480,480,480,1,0.045024
kernel18x20,1,1000,1000,1000,480,480,480,1,0.0462141
kernel12x24,1,1000,1000,1000,480,480,480,1,0.0464487
kernel12x32,1,1000,1000,1000,480,480,480,1,0.0461669
kernel8x16,4,2000,2000,2000,480,480,480,1,0.442691
kernel14x8,4,2000,2000,2000,480,480,480,1,0.505937
kernel4x12,4,2000,2000,2000,480,480,480,1,0.640526
kernel10x12,4,2000,2000,2000,480,480,480,1,0.511083
kernel14x16,4,2000,2000,2000,480,480,480,1,0.722049
kernel18x20,4,2000,2000,2000,480,480,480,1,0.660072
kernel12x24,4,2000,2000,2000,480,480,480,1,0.687686
kernel12x32,4,2000,2000,2000,480,480,480,1,0.674417
